anime_id,top 10 cosine similarities 
2799,"[(22101, 0.86602540378443871), (1567, 0.86602540378443871), (633, 0.86602540378443871), (31456, 0.86602540378443871), (520, 0.81649658092772592), (10152, 0.81649658092772592), (15411, 0.81649658092772592), (13833, 0.81649658092772592), (9943, 0.81649658092772592), (819, 0.81649658092772592)]"
1020,"[(1019, 0.85714285714285698), (1637, 0.84515425472851646), (51, 0.84515425472851646), (149, 0.80178372573727308), (10408, 0.7559289460184544), (13335, 0.7559289460184544), (2542, 0.7559289460184544), (3868, 0.7559289460184544), (3807, 0.7559289460184544), (3248, 0.7559289460184544)]"
2891,"[(7711, 1.0), (5998, 1.0), (24459, 1.0), (2672, 1.0), (2675, 1.0), (2660, 1.0), (2667, 1.0), (2659, 1.0), (6884, 1.0), (3847, 1.0)]"
29785,"[(31610, 0.9128709291752769), (28423, 0.9128709291752769), (29087, 0.9128709291752769), (30166, 0.9128709291752769), (34106, 0.9128709291752769), (1536, 0.83333333333333348), (3654, 0.83333333333333348), (162, 0.83333333333333348), (24705, 0.83333333333333348), (33255, 0.81649658092772615)]"
11299,"[(1194, 0.83333333333333348), (1458, 0.83333333333333348), (18283, 0.83333333333333348), (10224, 0.83333333333333348), (1482, 0.81649658092772615), (27947, 0.81649658092772615), (1425, 0.81649658092772615), (1412, 0.81649658092772615), (32681, 0.81649658092772615), (1426, 0.81649658092772615)]"
3483,"[(587, 1.0000000000000002), (2460, 1.0000000000000002), (710, 1.0000000000000002), (1847, 1.0000000000000002), (2459, 1.0000000000000002), (524, 1.0000000000000002), (3484, 1.0000000000000002), (3266, 1.0000000000000002), (126, 1.0000000000000002), (1219, 1.0000000000000002)]"
32030,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
912,"[(2848, 0.99999999999999978), (2565, 0.99999999999999978), (20381, 0.99999999999999978), (950, 0.99999999999999978), (19505, 0.99999999999999978), (27393, 0.99999999999999978), (1257, 0.81649658092772592), (1430, 0.81649658092772592), (30885, 0.81649658092772592), (6154, 0.81649658092772592)]"
32013,"[(10165, 1.0000000000000002), (26213, 1.0000000000000002), (17739, 1.0000000000000002), (32093, 1.0000000000000002), (66, 1.0000000000000002), (7062, 1.0000000000000002), (11239, 1.0000000000000002), (253, 1.0000000000000002), (9563, 1.0000000000000002), (3604, 1.0000000000000002)]"
31378,"[(28927, 0.99999999999999978), (26243, 0.99999999999999978), (31756, 0.99999999999999978), (26055, 0.79999999999999982), (14719, 0.79999999999999982), (20899, 0.79999999999999982), (762, 0.79999999999999982), (8460, 0.7745966692414834), (27, 0.7745966692414834), (6747, 0.7745966692414834)]"
1492,"[(5079, 1.0000000000000002), (6794, 1.0000000000000002), (6587, 1.0000000000000002), (6918, 1.0000000000000002), (4923, 1.0000000000000002), (1356, 0.86602540378443871), (3509, 0.86602540378443871), (3398, 0.86602540378443871), (1927, 0.86602540378443871), (3511, 0.86602540378443871)]"
2000,"[(766, 1.0), (1450, 0.89442719099991586), (17131, 0.89442719099991586), (10870, 0.86602540378443871), (3485, 0.86602540378443871), (1335, 0.86602540378443871), (333, 0.86602540378443871), (10948, 0.86602540378443871), (3447, 0.86602540378443871), (10947, 0.86602540378443871)]"
11441,"[(9568, 0.9128709291752769), (46, 0.89442719099991586), (1576, 0.89442719099991586), (1977, 0.89442719099991586), (14347, 0.89442719099991586), (401, 0.79999999999999982), (340, 0.79999999999999982), (11663, 0.79999999999999982), (161, 0.79999999999999982), (33348, 0.79999999999999982)]"
22877,"[(28285, 0.94280904158206325), (30544, 0.94280904158206325), (25157, 0.89442719099991586), (31737, 0.87499999999999978), (30749, 0.87499999999999978), (31845, 0.87499999999999978), (22663, 0.86602540378443871), (3654, 0.86602540378443871), (3948, 0.86602540378443871), (487, 0.86602540378443871)]"
8057,"[(6112, 0.89442719099991586), (13169, 0.89442719099991586), (511, 0.89442719099991586), (163, 0.79999999999999982), (2079, 0.79999999999999982), (268, 0.7745966692414834), (2673, 0.7745966692414834), (2330, 0.7745966692414834), (2971, 0.7745966692414834), (5233, 0.7745966692414834)]"
2758,"[(10999, 1.0000000000000002), (1395, 0.86602540378443871), (1393, 0.86602540378443871), (1394, 0.86602540378443871), (1391, 0.86602540378443871), (1392, 0.86602540378443871), (1410, 0.86602540378443871), (2684, 0.86602540378443871), (1409, 0.86602540378443871), (1396, 0.86602540378443871)]"
29163,"[(22789, 0.99999999999999978), (29787, 0.99999999999999978), (10521, 0.99999999999999978), (254, 0.99999999999999978), (3841, 0.99999999999999978), (6956, 0.99999999999999978), (31953, 0.99999999999999978), (4811, 0.99999999999999978), (18119, 0.99999999999999978), (255, 0.99999999999999978)]"
8250,"[(7270, 0.99999999999999978), (30549, 0.99999999999999978), (560, 0.99999999999999978), (8098, 0.99999999999999978), (17080, 0.99999999999999978), (75, 0.99999999999999978), (2583, 0.99999999999999978), (32034, 0.99999999999999978), (8017, 0.99999999999999978), (2584, 0.99999999999999978)]"
3667,"[(9751, 0.99999999999999978), (23725, 0.99999999999999978), (6381, 0.99999999999999978), (32866, 0.99999999999999978), (1862, 0.99999999999999978), (4177, 0.7745966692414834), (2746, 0.7745966692414834), (14629, 0.7745966692414834), (5505, 0.7745966692414834), (14283, 0.7745966692414834)]"
2577,"[(2559, 1.0), (2829, 1.0), (1663, 1.0), (2544, 1.0), (3162, 1.0), (23581, 1.0), (33474, 1.0), (24681, 1.0), (25073, 1.0), (25069, 1.0)]"
3737,"[(2661, 0.99999999999999978), (3727, 0.99999999999999978), (3738, 0.99999999999999978), (3638, 0.99999999999999978), (3313, 0.99999999999999978), (2749, 0.99999999999999978), (28105, 0.99999999999999978), (2501, 0.99999999999999978), (4086, 0.99999999999999978), (3659, 0.99999999999999978)]"
28841,"[(6361, 0.99999999999999978), (21189, 0.99999999999999978), (30419, 0.99999999999999978), (19023, 0.99999999999999978), (21065, 0.99999999999999978), (21333, 0.99999999999999978), (671, 0.99999999999999978), (3819, 0.99999999999999978), (25833, 0.99999999999999978), (16233, 0.99999999999999978)]"
1207,"[(440, 0.89442719099991586), (31173, 0.89442719099991586), (30123, 0.89442719099991586), (31483, 0.89442719099991586), (441, 0.79999999999999982), (1864, 0.79999999999999982), (124, 0.79999999999999982), (2534, 0.79999999999999982), (16067, 0.7745966692414834), (5835, 0.7745966692414834)]"
48,"[(1143, 1.0000000000000002), (11375, 0.92582009977255142), (2928, 0.83333333333333348), (1487, 0.83333333333333348), (20533, 0.81649658092772615), (455, 0.73029674334022143), (28497, 0.73029674334022143), (9332, 0.73029674334022143), (873, 0.73029674334022143), (31593, 0.73029674334022143)]"
7113,"[(3305, 0.99999999999999978), (2157, 0.99999999999999978), (1631, 0.99999999999999978), (4232, 0.99999999999999978), (2215, 0.99999999999999978), (7839, 0.99999999999999978), (4387, 0.99999999999999978), (5131, 0.99999999999999978), (21575, 0.99999999999999978), (18413, 0.99999999999999978)]"
230,"[(10396, 0.86602540378443871), (24089, 0.86602540378443871), (10564, 0.86602540378443871), (30095, 0.86602540378443871), (30097, 0.86602540378443871), (1372, 0.75), (1577, 0.75), (650, 0.75), (4162, 0.75), (27939, 0.75)]"
929,"[(3327, 1.0000000000000002), (5129, 1.0000000000000002), (1598, 1.0000000000000002), (6970, 1.0000000000000002), (3151, 1.0000000000000002), (5372, 1.0000000000000002), (20975, 1.0000000000000002), (16041, 1.0000000000000002), (890, 0.86602540378443871), (2268, 0.86602540378443871)]"
32802,"[(3972, 1.0000000000000002), (6901, 1.0000000000000002), (34077, 1.0000000000000002), (31196, 1.0000000000000002), (27815, 1.0000000000000002), (2786, 1.0000000000000002), (13143, 1.0000000000000002), (21523, 1.0000000000000002), (33708, 1.0000000000000002), (21639, 0.86602540378443871)]"
23991,"[(15611, 0.99999999999999978), (9539, 0.99999999999999978), (21729, 0.99999999999999978), (13145, 0.99999999999999978), (7334, 0.79999999999999982), (10330, 0.79999999999999982), (18313, 0.79999999999999982), (30885, 0.7745966692414834), (20767, 0.7745966692414834), (481, 0.7745966692414834)]"
8394,"[(1678, 0.99999999999999978), (3044, 0.99999999999999978), (4690, 0.99999999999999978), (3486, 0.99999999999999978), (1792, 0.99999999999999978), (2128, 0.99999999999999978), (1348, 0.99999999999999978), (3609, 0.99999999999999978), (9629, 0.99999999999999978), (33685, 0.99999999999999978)]"
13839,"[(13837, 0.99999999999999978), (12117, 0.9128709291752769), (8331, 0.89442719099991586), (1368, 0.89442719099991586), (6198, 0.89442719099991586), (235, 0.79999999999999982), (1364, 0.79999999999999982), (1367, 0.79999999999999982), (1506, 0.79999999999999982), (781, 0.79999999999999982)]"
2355,"[(2354, 1.0), (1048, 0.86602540378443871), (1227, 0.7559289460184544), (1245, 0.7559289460184544), (8986, 0.75), (2356, 0.75), (2252, 0.75), (30463, 0.75), (31424, 0.75), (8068, 0.70710678118654746)]"
900,"[(986, 0.99999999999999978), (905, 0.99999999999999978), (901, 0.99999999999999978), (906, 0.99999999999999978), (902, 0.99999999999999978), (107, 0.99999999999999978), (898, 0.99999999999999978), (899, 0.99999999999999978), (984, 0.99999999999999978), (896, 0.99999999999999978)]"
5152,"[(1590, 1.0), (5071, 1.0), (1469, 1.0), (13201, 1.0), (4657, 1.0), (3065, 1.0), (30155, 1.0), (426, 1.0), (9365, 1.0), (32887, 1.0)]"
30544,"[(31737, 0.94280904158206325), (22877, 0.94280904158206325), (31845, 0.94280904158206325), (28285, 0.88888888888888884), (25157, 0.84327404271156781), (30749, 0.8249579113843053), (3455, 0.81649658092772615), (22663, 0.81649658092772615), (3654, 0.81649658092772615), (3948, 0.81649658092772615)]"
383,"[(5681, 0.99999999999999978), (32979, 0.99999999999999978), (653, 0.99999999999999978), (4639, 0.99999999999999978), (654, 0.99999999999999978), (655, 0.99999999999999978), (3577, 0.99999999999999978), (652, 0.99999999999999978), (2907, 0.99999999999999978), (2206, 0.99999999999999978)]"
4983,"[(2661, 0.81649658092772592), (3727, 0.81649658092772592), (3738, 0.81649658092772592), (3737, 0.81649658092772592), (3638, 0.81649658092772592), (3313, 0.81649658092772592), (2749, 0.81649658092772592), (28105, 0.81649658092772592), (2501, 0.81649658092772592), (4086, 0.81649658092772592)]"
475,"[(31798, 0.99999999999999978), (33091, 0.99999999999999978), (770, 0.99999999999999978), (1857, 0.99999999999999978), (12163, 0.99999999999999978), (4617, 0.99999999999999978), (27651, 0.99999999999999978), (33012, 0.99999999999999978), (302, 0.81649658092772592), (27775, 0.81649658092772592)]"
21653,"[(9041, 0.99999999999999978), (10794, 0.99999999999999978), (20045, 0.99999999999999978), (18247, 0.99999999999999978), (1232, 0.99999999999999978), (1231, 0.9128709291752769), (1191, 0.9128709291752769), (992, 0.9128709291752769), (12281, 0.89442719099991586), (11227, 0.89442719099991586)]"
3638,"[(2661, 0.99999999999999978), (3727, 0.99999999999999978), (3738, 0.99999999999999978), (3737, 0.99999999999999978), (3313, 0.99999999999999978), (2749, 0.99999999999999978), (28105, 0.99999999999999978), (2501, 0.99999999999999978), (4086, 0.99999999999999978), (3659, 0.99999999999999978)]"
3616,"[(5277, 0.89442719099991586), (6030, 0.89442719099991586), (4063, 0.89442719099991586), (10076, 0.89442719099991586), (204, 0.89442719099991586), (7427, 0.89442719099991586), (5045, 0.86602540378443871), (1898, 0.86602540378443871), (10172, 0.86602540378443871), (21373, 0.86602540378443871)]"
10372,"[(31966, 1.0000000000000002), (18723, 1.0000000000000002), (18919, 1.0000000000000002), (31149, 0.86602540378443871), (21473, 0.86602540378443871), (14407, 0.86602540378443871), (24543, 0.86602540378443871), (31645, 0.86602540378443871), (7728, 0.86602540378443871), (22117, 0.86602540378443871)]"
7904,"[(2559, 0.89442719099991586), (2829, 0.89442719099991586), (1663, 0.89442719099991586), (2544, 0.89442719099991586), (6262, 0.89442719099991586), (2577, 0.89442719099991586), (525, 0.89442719099991586), (3162, 0.89442719099991586), (23581, 0.89442719099991586), (33474, 0.89442719099991586)]"
10336,"[(97, 1.0000000000000002), (1747, 1.0000000000000002), (1553, 1.0000000000000002), (1618, 1.0000000000000002), (2319, 1.0000000000000002), (4052, 1.0000000000000002), (2769, 1.0000000000000002), (2696, 1.0000000000000002), (31866, 1.0000000000000002), (1854, 1.0000000000000002)]"
1659,"[(99, 1.0), (371, 0.89442719099991586), (1807, 0.89442719099991586), (4566, 0.89442719099991586), (3597, 0.89442719099991586), (5678, 0.86602540378443871), (4114, 0.86602540378443871), (10842, 0.86602540378443871), (367, 0.86602540378443871), (32094, 0.86602540378443871)]"
1696,"[(164, 1.0000000000000002), (22199, 1.0000000000000002), (30911, 1.0000000000000002), (1954, 1.0000000000000002), (5940, 1.0000000000000002), (26449, 1.0000000000000002), (10260, 1.0000000000000002), (7752, 1.0000000000000002), (31927, 1.0000000000000002), (20961, 1.0000000000000002)]"
2151,"[(2427, 1.0000000000000002), (3460, 1.0000000000000002), (2429, 1.0000000000000002), (2279, 1.0000000000000002), (1826, 1.0000000000000002), (31231, 1.0000000000000002), (23849, 1.0000000000000002), (25805, 1.0000000000000002), (6275, 1.0000000000000002), (19099, 1.0000000000000002)]"
5520,"[(4114, 1.0000000000000002), (10842, 1.0000000000000002), (367, 1.0000000000000002), (32094, 1.0000000000000002), (2489, 1.0000000000000002), (18851, 1.0000000000000002), (5938, 1.0000000000000002), (5466, 1.0000000000000002), (17681, 1.0000000000000002), (1990, 1.0000000000000002)]"
2805,"[(6779, 0.89442719099991586), (348, 0.89442719099991586), (9015, 0.89442719099991586), (6520, 0.89442719099991586), (2150, 0.79999999999999982), (4060, 0.79999999999999982), (4061, 0.79999999999999982), (27525, 0.79999999999999982), (7605, 0.79999999999999982), (3660, 0.79999999999999982)]"
524,"[(587, 1.0000000000000002), (2460, 1.0000000000000002), (710, 1.0000000000000002), (1847, 1.0000000000000002), (2459, 1.0000000000000002), (3483, 1.0000000000000002), (3484, 1.0000000000000002), (3266, 1.0000000000000002), (126, 1.0000000000000002), (1219, 1.0000000000000002)]"
4742,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
6178,"[(528, 1.0000000000000002), (1313, 1.0000000000000002), (2847, 1.0000000000000002), (1118, 1.0000000000000002), (1709, 1.0000000000000002), (12671, 1.0000000000000002), (20159, 0.9128709291752769), (31592, 0.9128709291752769), (552, 0.9128709291752769), (23301, 0.9128709291752769)]"
1709,"[(528, 1.0000000000000002), (1313, 1.0000000000000002), (2847, 1.0000000000000002), (1118, 1.0000000000000002), (6178, 1.0000000000000002), (12671, 1.0000000000000002), (20159, 0.9128709291752769), (31592, 0.9128709291752769), (552, 0.9128709291752769), (23301, 0.9128709291752769)]"
2993,"[(4214, 0.93541434669348522), (981, 0.86602540378443871), (487, 0.86602540378443871), (241, 0.86602540378443871), (33581, 0.8249579113843053), (31711, 0.80178372573727308), (31380, 0.80178372573727308), (13663, 0.80178372573727308), (13851, 0.80178372573727308), (28979, 0.80178372573727308)]"
3493,"[(10629, 1.0), (4921, 1.0), (2671, 1.0), (4071, 1.0), (3624, 1.0), (22359, 1.0), (6909, 1.0), (3811, 1.0), (2715, 1.0), (5249, 1.0)]"
4650,"[(4083, 1.0000000000000002), (7336, 1.0000000000000002), (33205, 1.0000000000000002), (1811, 1.0000000000000002), (5322, 1.0000000000000002), (16822, 1.0000000000000002), (32878, 1.0000000000000002), (3371, 0.86602540378443871), (2451, 0.86602540378443871), (17269, 0.86602540378443871)]"
22687,"[(31430, 1.0000000000000002), (22535, 0.83333333333333348), (1000, 0.83333333333333348), (1081, 0.83333333333333348), (1645, 0.83333333333333348), (17269, 0.81649658092772615), (22689, 0.81649658092772615), (2420, 0.81649658092772615), (3602, 0.81649658092772615), (1662, 0.81649658092772615)]"
19697,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
10249,"[(32366, 0.99999999999999978), (31174, 0.99999999999999978), (2743, 0.99999999999999978), (5118, 0.99999999999999978), (32026, 0.99999999999999978), (6064, 0.99999999999999978), (1196, 0.99999999999999978), (13677, 0.99999999999999978), (3956, 0.99999999999999978), (12823, 0.99999999999999978)]"
1225,"[(300, 0.9128709291752769), (17743, 0.81649658092772615), (33, 0.7745966692414834), (32379, 0.7745966692414834), (34055, 0.7745966692414834), (3178, 0.77151674981045948), (28121, 0.73029674334022143), (11757, 0.73029674334022143), (1454, 0.73029674334022143), (14833, 0.73029674334022143)]"
58,"[(1380, 0.99999999999999978), (81, 0.86602540378443871), (82, 0.86602540378443871), (474, 0.86602540378443871), (84, 0.86602540378443871), (1968, 0.86602540378443871), (295, 0.86602540378443871), (1459, 0.8249579113843053), (93, 0.80178372573727308), (1092, 0.80178372573727308)]"
998,"[(1944, 0.78262379212492639), (999, 0.78262379212492639), (1921, 0.7745966692414834), (1293, 0.7745966692414834), (1924, 0.7745966692414834), (1920, 0.7745966692414834), (1922, 0.7745966692414834), (1925, 0.7745966692414834), (1481, 0.7745966692414834), (1923, 0.7745966692414834)]"
2561,"[(2389, 1.0), (6383, 1.0), (6375, 1.0), (6374, 1.0), (3153, 1.0), (18315, 1.0), (18303, 1.0), (18269, 1.0), (1678, 0.89442719099991586), (28215, 0.89442719099991586)]"
6202,"[(10471, 0.99999999999999978), (2141, 0.99999999999999978), (5084, 0.99999999999999978), (4926, 0.99999999999999978), (2913, 0.99999999999999978), (2569, 0.99999999999999978), (13029, 0.99999999999999978), (4074, 0.99999999999999978), (2556, 0.99999999999999978), (2314, 0.99999999999999978)]"
